标题,地址,户型,面积,朝向,装修情况,层数,建造时间,楼型,总价,每平米单价,关注人数,带看次数,发布时间,标签,详情链接,房源标签,核心卖点,小区介绍,周边配套,交通出行,税费解析,权属抵押,上次交易,挂牌时间,交易权属,房屋用途,房屋年限,产权所属,抵押信息,交易属性,户型分间,解析状态
城建仁山智水花园一期 4室1厅 南,"城建仁山智水花园一期 , 观澜",4室1厅,109.19平米,南,,中楼层(共29层),2015年,塔楼,818 万,74916 元,1,,22天以前发布,VR看装修,https://sz.lianjia.com/ershoufang/105122142223.html,VR看装修,,,,,,,暂无数据,2025-09-15,商品房,普通住宅,暂无数据,非共有,有抵押 银行,挂牌时间:2025-09-15 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 银行 | 房本备件:未上传房本照片,,
鹏瑞  2024年新交楼  方正三房 业主诚心出售 安静不吵,"鹏瑞·颐璟府 , 观澜",3室2厅,89.62平米,东南,精装,低楼层(共33层),2024年,塔楼,370 万,41286 元,6,,,VR看装修,https://sz.lianjia.com/ershoufang/105119659304.html,VR看装修,满两年税费少 户型方正无遮挡 通风采光好,鹏瑞颐璟府鹏瑞颐璟府联合 AUBE（欧博）建筑设计及园林景观设计，以三重叠景院落、三重门第礼序、三重会客厅、50余种花木，打造“推窗见景、出门见绿”的生活场景。社区房源量相对大，其选择面也相对广，可满足多层次的置业需求。,综合医院（在建）、图书馆（在建）、群艺馆（在建）、大剧院（在建）等区级配套；横坑滨水公园（在建）、石皮山公园（在建）等城市生态场地；,,,,暂无数据,2025-02-12,商品房,普通住宅,暂无数据,非共有,无抵押,挂牌时间:2025-02-12 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 22.98平米 / 东 / 普通窗 ; 卧室A / 8.02平米 / 无 / 未知窗户类型 ; 卧室B / 13.05平米 / 无 / 未知窗户类型 ; 卧室C / 6.57平米 / 东 / 普通窗 ; 厨房 / 4.73平米 / 南 / 普通窗 ; 卫生间A / 4.03平米 / 西 / 落地窗 ; 卫生间B / 3.16平米 / 南 / 普通窗 ; 阳台 / 6.78平米 / 东 / 普通窗 ; 过道 / 3.63平米 / 无 / 无窗,
复式公寓，居住舒适，两房两卫格局，税费低,"陶润懿峰 , 观澜",2室1厅,52平米,北,精装,中楼层(共7层),2016年,塔楼,188 万,36154 元,7,,,近地铁 | VR房源,https://sz.lianjia.com/ershoufang/105116063543.html,地铁 | VR房源,复式公寓，居住舒适，三房两卫格局，税费低,2016年3月左右，精装交楼小区很新，观澜河湿地公园就在小区旁边车库出入口有新建一个公园，环境优美，居民都喜欢在河边散步，龙华区政府就在小区北面,观澜天虹，福城天虹。医院：龙华观澜医院，新建有一个观澜综合人民医院，银行：中国邮政大河支局，中国银行，工商银行，招商银行农业银行，建设银行，休闲娱乐：人民公园，新世纪广场，湿地公园,小区门口就有公交站，途经的公交线众多，多条线路到达福田，罗湖。正大门左边有轨道电车在小区门口，文澜站直到清湖地铁口，观澜大桥可以直接上济河高速，正大门右边700米竹村地铁口。,,,暂无数据,2024-02-20,商品房,普通住宅,暂无数据,非共有,有抵押,挂牌时间:2024-02-20 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,客厅 / 21.19平米 / 北 / 落地窗 ; 卧室A / 9.35平米 / 北 / 落地窗 ; 卧室B / 7.91平米 / 北 / 落地窗 ; 厨房 / 4.6平米 / 北 / 普通窗 ; 卫生间A / 2.97平米 / 无 / 无窗 ; 卫生间B / 4.61平米 / 无 / 无窗 ; 阳台 / 1.95平米 / 北 / 普通窗 ; 过道 / 11.31平米 / 无 / 无窗,
招商观园 3室1厅 南,"招商观园 , 观澜",3室1厅,88.92平米,南,简装,低楼层(共18层),2012年,塔楼,395 万,44422 元,0,,,VR房源 | 房本满五年,https://sz.lianjia.com/ershoufang/105121352827.html,VR房源 | 房本满五年,,,,,,,2016-01-28,2025-07-06,商品房,普通住宅,满五年,非共有,有抵押 金融公司垫资,挂牌时间:2025-07-06 | 交易权属:商品房 | 上次交易:2016-01-28 | 房屋用途:普通住宅 | 房屋年限:满五年 | 产权所属:非共有 | 抵押信息:有抵押 金融公司垫资 | 房本备件:已上传房本照片,,
纯别墅区 少有户型 地面三层 实用高带花园 户型方正,"观湖园 , 观澜",4室2厅,167.31平米,东南,,低楼层(共4层),2012年,板楼,875 万,52299 元,6,,,VR房源,https://sz.lianjia.com/ershoufang/105111621753.html,VR房源,纯别墅区 少有户型 地面三层 实用高有花园 户型方正,观湖园项目位于龙华新区观澜镇，邻近梅观高速公路，在梅观高速观澜出口。小区占地面积：37.6弯平方米，容积低，绿化高，东南亚园林景观设计。双拼跟独栋管理费是6.5平米，叠拼的管理费是4.95平米，小区安保严密，24小时巡逻监控,小区南门200米，有菜市场，商场能满足日常所需；距离观澜湖新城约5公 里，观澜湖新城是大型的SHOPING MALL，一系列品牌都已进驻，购物娱乐 都相当方便；距离观澜人民医院及伟光医院约6公里。,观湖园别墅小区邻近梅观高速公路，距离梅观高速观澜出口约1.5公里，去南山约33公里，罗湖约30公里，福田约28公里，交通如此便利的接轨市内生活圈。到观澜汽车站和观澜湖新城约五公里，观澜湖新城是大型的Shoig Mll，交通出行娱乐购物也是相当方便,,,暂无数据,2022-09-26,商品房,普通住宅,暂无数据,非共有,有抵押,挂牌时间:2022-09-26 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,客厅 / 47.54平米 / 北 东 / 普通窗 ; 卧室A / 10.68平米 / 无 / 落地飘窗 ; 卧室B / 22.5平米 / 无 / 落地飘窗 ; 卧室C / 9.59平米 / 无 / 落地窗 ; 厨房 / 6.45平米 / 东 / 普通窗 ; 卫生间A / 5.4平米 / 南 / 普通窗 ; 卫生间B / 3.98平米 / 无 / 普通窗 ; 卫生间C / 16.3平米 / 无 / 普通窗 ; 阳台 / 8.76平米 / 西 北 东 / 普通窗 ; 储物间 / 4.01平米 / 无 / 无窗 ; 地下室 / 86.95平米 / 无 / 普通窗 ; 过道A / 11.73平米 / 无 / 未知窗户类型 ; 过道B / 10.64平米 / 无 / 普通窗,
仁山303平 大平层 视野无遮挡 南北通透,"城建仁山智水花园三期 , 观澜",4室2厅,303.57平米,南 北,,低楼层(共41层),2015年,板楼,1600 万,52707 元,0,,,VR房源,https://sz.lianjia.com/ershoufang/105111364537.html,VR房源,此房满五年税费少，小区中间安静不吵，楼层好，视野开阔,城建仁山智水花园位于鹭湖国际住枢地段，深圳市宝安区观澜街道环观南路北侧，东临富安路，南望观澜高新技术园，地处政府规划发展的观澜新区，小区由高层，洋房，上下叠加别墅，联排别墅组成， 毛坯交房 ，总共1445户，车位3150,配套完善；离小区七公里有观澜湖新城，观澜湖新城是观澜湖集团花费50亿打造的大型购物娱乐综合商城，距离观澜天虹商场2.5公里，距离鹭湖社康中 心800米。环观南路已开通有轨电车，接驳清湖地铁站。,社区位于环观南路以北，梅观高速以东；梅观高速、机荷高速，轻轨站是科技园东、宝安高新技术园站，经过的路线有E4、772等。,,,暂无数据,2022-08-29,商品房,普通住宅,暂无数据,共有,无抵押,挂牌时间:2022-08-29 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 85.37平米 / 南 / 普通窗 ; 卧室A / 12.06平米 / 北 / 普通窗 ; 卧室B / 18.37平米 / 无 / 未知窗户类型 ; 卧室C / 34.67平米 / 无 / 未知窗户类型 ; 厨房 / 9.55平米 / 北 / 普通窗 ; 卫生间A / 7.8平米 / 北 / 普通窗 ; 卫生间B / 8.34平米 / 东 / 落地窗 ; 卫生间C / 15.3平米 / 东 / 落地窗 ; 阳台A / 61.35平米 / 北 / 普通窗 ; 阳台B / 11.44平米 / 无 / 无窗 ; 阳台C / 17.05平米 / 东 南 / 普通窗 ; 阳台D / 16.8平米 / 北 东 / 落地窗 ; 储物间A / 4.49平米 / 无 / 无窗 ; 储物间B / 12.7平米 / 南 / 落地窗,
华盛观荟 看小区安静不吵 业主急售,"华盛观荟名庭 , 观澜",3室2厅,79.39平米,南,,中楼层(共32层),2016年,板塔结合,350 万,44087 元,3,,,近地铁 | VR房源,https://sz.lianjia.com/ershoufang/105114893200.html,地铁 | VR房源,满五年税费少，通透户型通风采光好。,小区分两期开发，一期由公寓和住宅，二期三栋住宅。小区一期楼下是商 业，三楼是空中花园，三楼以上是住宅，一共有二栋一栋是公寓二栋是住宅，二期的小户型是2018年下半年才精装交房，次新房，居住舒适，二期自带泳池和园林,商场：楼下就是购物广场，以及天虹、人人乐，比邻新天地医院：观澜人民医院 深圳市龙华新区慢性病防治.观澜医院竹村社区健康服务邮局：中国邮政 中国邮政 观澜邮政局银行：中国建设银行，深圳市农村商.业银行。中国农业银行等，以及格兰云天酒店,公交;，福民影剧院;M337路M464路， 1经泗黎路与观光路，3个红绿灯到达梅观高速，梅观高速快速到达福田区； 2．通过观澜大道转机荷高速，可快速到达龙岗，宝安机场等等，出行方便。4号地铁离小区仅500米，换乘到深圳各区,,,暂无数据,2023-09-24,商品房,普通住宅,暂无数据,非共有,有抵押,挂牌时间:2023-09-24 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,客厅 / 23.54平米 / 东南 / 普通窗 ; 卧室A / 5.44平米 / 东北 / 普通窗 ; 卧室B / 12.35平米 / 无 / 未知窗户类型 ; 卧室C / 10.39平米 / 无 / 未知窗户类型 ; 厨房 / 4.57平米 / 东南 / 普通窗 ; 卫生间 / 4.59平米 / 西北 / 普通窗 ; 阳台 / 3.56平米 / 西南 东北 东南 / 普通窗 ; 储物间 / 2.42平米 / 无 / 无窗,
懿花园 方正三房 小区中间安静不吵,"懿花园 , 观澜",3室2厅,89.44平米,北,,中楼层(共10层),2014年,板楼,445 万,49755 元,0,,,VR看装修,https://sz.lianjia.com/ershoufang/105119504128.html,VR看装修,此房满五年税费少，视野开阔无遮挡！,和黄懿花园也叫盈峰翠邸，由和记黄埔地产(深圳)有限公司开发，位于横坑水库。项目规划为地上建筑4-10层，地下2层，共59栋建筑(其中57栋住宅，2所幼儿园，及公建以地下室形式布置于地块南端)。 机动车位：600个；高层地库车位385个，多层地库车位200个,医疗龙华医院（4600米百度地图测距龙华综合医院在建中3100米百度地图测距新科技园社区健康服务购物商场楼下佳又惠百货医院天虹（2400米百度地图测,公交线路：公交（宝安高新科技园、观澜高新科技园）794、627、663、668、866路等，出小区就是有轨电车站台，高速公路：机荷高速公路、梅观高速公路，交通方便。,,,暂无数据,2025-01-16,商品房,普通住宅,暂无数据,非共有,有抵押,挂牌时间:2025-01-16 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,客厅 / 22.75平米 / 东北 / 普通窗 ; 卧室A / 6.67平米 / 无 / 未知窗户类型 ; 卧室B / 7.37平米 / 无 / 未知窗户类型 ; 卧室C / 14.96平米 / 无 / 未知窗户类型 ; 厨房 / 5.24平米 / 西北 / 普通窗 ; 卫生间A / 3.55平米 / 无 / 普通窗 ; 卫生间B / 3.37平米 / 西南 / 普通窗 ; 阳台A / 5.61平米 / 西北 东北 / 普通窗 ; 阳台B / 4.88平米 / 西南 / 普通窗 ; 阳台C / 4.76平米 / 西北 / 普通窗 ; 过道 / 3.53平米 / 无 / 无窗,
近华为富士康精装三房，采光通风好,"阳基御龙山 , 观澜",3室1厅,78平米,东南,,31层,2018年,板塔结合,297 万,38077 元,0,,,VR看装修,https://sz.lianjia.com/ershoufang/105121197824.html,VR看装修,满五唯一高层精装三房，价格可谈,小区2018年建成，总建筑面积117475，总占地面积20176.4，共计房屋1082户，小区物业公司为深圳市阳基物业管理有限公司，物业管理费3.8元/平方。小区有地面花园，绿化好，有儿童乐园，康乐设施，文体馆，有12班公立幼儿园，门口还有社区公园,配套齐全，有比邻新天地、天虹商圈，观澜湖新城，购物、休闲、娱乐一应俱全；同时项目自带社区，生活便利。,交通方便，小区门口有公交站，公交可以直达龙华，也可以转乘地铁，离长湖地铁站约1.3公里。,,,暂无数据,2025-06-24,商品房,普通住宅,暂无数据,非共有,有抵押 100万元 金融公司垫资,挂牌时间:2025-06-24 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 100万元 金融公司垫资 | 房本备件:未上传房本照片,客厅 / 21.79平米 / 东南 / 普通窗 ; 卧室A / 5.89平米 / 西南 / 普通窗 ; 卧室B / 13.07平米 / 无 / 未知窗户类型 ; 卧室C / 9.25平米 / 无 / 未知窗户类型 ; 厨房 / 4.6平米 / 西南 / 普通窗 ; 卫生间 / 3.92平米 / 西北 / 普通窗 ; 阳台 / 3.71平米 / 西南 东南 / 普通窗 ; 过道 / 2.73平米 / 无 / 无窗,
大社区，户型方正实用，视野开阔，近体育公园,"福安雅园 , 观澜",3室2厅,68.36平米,南,精装,中楼层(共34层),2014年,,260 万,38034 元,0,,,VR看装修,https://sz.lianjia.com/ershoufang/105120254256.html,VR看装修,满五唯一，视野宽阔 采光充足 配套设施齐全交通便利,深圳标杆安居房大社区，14栋24个单元，目前在居住人口上万人，绿化专人管理，儿童游乐场，成人建身区 ，篮球场，羽毛球场，100米九龙山体育公园。,,大社区24个单元，东往福田会展中芯公交站40分-，上高速10分-3个红绿灯，西公交站50米往公明，龙华，南向丰盛公交总站接轨4号线长湖地铁站，楼下20米。交通便利。,,,2020-01-01,2025-04-01,商品房,普通住宅,未满两年,非共有,无抵押,挂牌时间:2025-04-01 | 交易权属:商品房 | 上次交易:2020-01-01 | 房屋用途:普通住宅 | 房屋年限:未满两年 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:已上传房本照片,客厅 / 21.15平米 / 无 / 无窗 ; 卧室A / 3.95平米 / 无 / 未知窗户类型 ; 卧室B / 11.87平米 / 无 / 未知窗户类型 ; 卧室C / 9.7平米 / 无 / 未知窗户类型 ; 厨房 / 6.09平米 / 东 / 落地窗 ; 卫生间 / 3.87平米 / 无 / 未知窗户类型,
观澜次新小区万科启城精装3房近地铁距离三外50米,"万科启城 , 观澜",3室2厅,79.13平米,东南 东北,精装,低楼层(共48层),2022年,板塔结合,367.8 万,46481 元,2,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105120009640.html,地铁 | VR看装修,此房东南向，通风光线好，楼层好，视野宽阔,小区人车分流，6栋高层，围合式花园，小区有泳池有儿童乐园，门口有长湖公园和三外，600米长湖地铁站，300米有菜市场，生活方便居家舒适,,,,,暂无数据,2025-03-11,商品房,普通住宅,暂无数据,非共有,有抵押 农业银行,挂牌时间:2025-03-11 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 农业银行 | 房本备件:未上传房本照片,客厅 / 19.16平米 / 南 / 普通窗 ; 卧室A / 6.01平米 / 无 / 未知窗户类型 ; 卧室B / 10.42平米 / 无 / 未知窗户类型 ; 卧室C / 5.77平米 / 南 / 普通窗 ; 厨房 / 4.05平米 / 东 / 普通窗 ; 卫生间 / 6.8平米 / 北 / 落地窗 ; 阳台 / 5.98平米 / 南 / 普通窗 ; 过道 / 3.64平米 / 无 / 无窗,
