标题,地址,户型,面积,朝向,装修情况,层数,建造时间,楼型,总价,每平米单价,关注人数,带看次数,发布时间,标签,详情链接,房源标签,核心卖点,小区介绍,周边配套,交通出行,税费解析,权属抵押,上次交易,挂牌时间,交易权属,房屋用途,房屋年限,产权所属,抵押信息,交易属性,户型分间,解析状态
信义嘉御山朝南2房高楼层户型方正阳台客厅正出采光好,"信义嘉御山 , 坂田",2室2厅,70.86平米,南,,高楼层(共17层),2015年,板塔结合,435 万,61389 元,0,,,近地铁 | VR看装修 | 随时看房,https://sz.lianjia.com/ershoufang/105121655832.html,地铁 | VR看装修 | 随时看房,信义嘉御山朝南2房高楼层户型方正阳台客厅正出采光好，格局通透,信义嘉御豪园分3期开发，占地近100000平米，建面400000平，共3008户。2013-2015年底交房，小区内有泳池，下楼就有公立幼儿园，户型多样，66平-78平方正2房；83-88平朝南或南北的3房；85平复式4房3卫；117-217平改善大平层，小区人车分流设计。,信义嘉御山是坂田次新的大社区的，小区一共有8期，目前基本都已经交房入住，坂田双地铁口的大盘，一期楼下有天虹商场，有星巴克，KFC，奈雪等，有健身会所等配套成熟，还有佳华商场MAX.CITY，有海底捞，探鱼等餐饮名店 各大银行围绕小区、旁边有大企业.,步行约600米到10号线坂田北站，900米五和交通枢纽站（5号，10号与在建的深大城际33号在五和站交汇），信义嘉御山小区下楼有3个公交站台，通达深圳市各区域都很方便。车库出来掉头左转就可快速上G94珠三角环线，地铁，公交，智驾出行都是很方便的。,,,暂无数据,2025-08-02,商品房,普通住宅,暂无数据,非共有,无抵押,挂牌时间:2025-08-02 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 26.81平米 / 南 / 落地窗 ; 卧室A / 10.98平米 / 无 / 未知窗户类型 ; 卧室B / 13.33平米 / 无 / 未知窗户类型 ; 厨房 / 3.47平米 / 北 / 普通窗 ; 卫 / 4.1平米 / 无 / 未知窗户类型 ; 阳台 / 4.72平米 / 东 南 / 普通窗,
高发悦驰苑，南北通透四房，带电梯，地铁口，满五年,"高发悦驰苑 , 坂田",4室2厅,84.73平米,南 北,精装,低楼层(共6层),2015年,板楼,322 万,38004 元,1,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105121444561.html,地铁 | VR看装修,小区端户四房，与广东实验相邻，低密度，次新盘，有电梯,位于华为科技城，坐落在坂澜大道雪象第二幼儿园南侧，项目为6层洋房社区，只有2栋楼，分AB两座。低密度。15年建成并出售的电梯房 ，17年交楼，产权年限96年批地50年，属于住宅性质红本商品房。,,小区距离地铁10号线雪象站400米左右，位于坂澜大道上，往南去梅林关（去关内方向）、也可以转布龙路转南坪快速和水官高速，也可以从转贝尔路再转梅关高速，上坂澜大道可以去观澜也可以去平湖。高速交通：梅观高速、清平高速、坂雪岗大道、南坪快速,,,暂无数据,2025-07-14,商品房,普通住宅,暂无数据,非共有,有抵押,挂牌时间:2025-07-14 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,客厅 / 23.13平米 / 西南 / 落地窗 ; 卧室A / 6.2平米 / 东北 / 落地窗 ; 卧室B / 6.12平米 / 东北 / 落地窗 ; 卧室C / 7.77平米 / 无 / 未知窗户类型 ; 卧室D / 11.05平米 / 西南 / 落地窗 ; 厨房 / 4.28平米 / 西北 / 普通窗 ; 卫 / 4.09平米 / 东北 / 普通窗 ; 阳台 / 3.33平米 / 西南 / 落地窗,
星河银湖谷 4室1厅 东北,"星河银湖谷 , 坂田",4室1厅,89平米,东北,精装,高楼层(共48层),2016年,板塔结合,598 万,67192 元,0,,,近地铁 | VR房源,https://sz.lianjia.com/ershoufang/105121758120.html,地铁 | VR房源,,,,,,,暂无数据,2025-08-12,商品房,普通住宅,暂无数据,非共有,有抵押 业主自还,挂牌时间:2025-08-12 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 业主自还 | 房本备件:未上传房本照片,客厅 / 29.32平米 / 东北 / 普通窗 ; 卧室A / 7.05平米 / 东北 / 落地窗 ; 卧室B / 6.99平米 / 东北 / 落地窗 ; 卧室C / 7.07平米 / 东北 / 落地窗 ; 卧室D / 14.27平米 / 无 / 未知窗户类型 ; 厨房 / 4.68平米 / 西北 / 普通窗 ; 卫生间A / 4.24平米 / 无 / 未知窗户类型 ; 卫生间B / 3.76平米 / 西南 / 普通窗 ; 阳台A / 4.91平米 / 西北 东北 东南 / 普通窗 ; 阳台B / 1.72平米 / 西北 / 普通窗,
大阳台次新房，南向卧高楼层，银湖山下,"星河银湖谷 , 坂田",4室1厅,151.89平米,南,,高楼层(共49层),2016年,板塔结合,1199 万,78939 元,4,,,VR房源,https://sz.lianjia.com/ershoufang/105115708645.html,VR房源,10号线地铁口，精装修大四房，次新房小区，南北通,星河WORLD银湖谷住宅面积为200000㎡，拥有5500㎡园林和泳池，人车分流的规划设计，港式入户大堂，览山阅湖景视野。约700000㎡商务楼群，集300米高层双子塔地和生态写字楼于一体，是金融产业、高新科技、创新产业的总部型经济聚集地,梅林关口，深圳北站商圈，片区交通不断完善，27年星河匠心集大成之作，自持运营大量物业，星河斥巨资打造1600000平航母级综合体，万亿园区产业助力持续 约750000平米联盟。,10号线雅宝站，已经开通。南平快速延长线，新彩隧道，坂银隧道，梅关高速，五大交通便捷到到达深圳各区。 坂银遂道已经通车去往罗湖福田近,,,暂无数据,2023-12-27,商品房,普通住宅,暂无数据,非共有,有抵押 70万元,挂牌时间:2023-12-27 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 70万元 | 房本备件:未上传房本照片,客厅 / 48.89平米 / 无 / 未知窗户类型 ; 卧室A / 13.56平米 / 无 / 未知窗户类型 ; 卧室B / 24.85平米 / 无 / 未知窗户类型 ; 卧室C / 9.92平米 / 无 / 未知窗户类型 ; 卧室D / 12.69平米 / 无 / 未知窗户类型 ; 厨房 / 7.48平米 / 北 / 普通窗 ; 卫生间A / 8.26平米 / 无 / 未知窗户类型 ; 卫生间B / 6.36平米 / 无 / 未知窗户类型 ; 阳台A / 7.19平米 / 西 东 南 / 普通窗 ; 阳台B / 2.65平米 / 北 东 / 普通窗,
嘉御山五期次新89平4房2卫，中高楼层 朝东看花园泳池,"信义嘉御山5期 , 坂田",4室2厅,88.84平米,东南,精装,高楼层(共39层),2016年,塔楼,650 万,73166 元,1,,,VR看装修,https://sz.lianjia.com/ershoufang/105116110830.html,VR看装修,此房满五年红本，中高楼层，全阳朝向，朝东看花园泳池景观视野好,信义嘉御山小区采用人车分流，绿化面积大，24小时封闭物业管理，居住环境舒适。御珑豪园为嘉御山第5期开发产品，2018年精装交付，小区内有泳池，69-72平3居室，88-89平4居室，100平复式5房，125平以上大平层5房，得房率高使用面积大于房本面积。,信义嘉御山是坂田新的大社区的，小区一共有8期，目前1-5期已经交房入住，坂田双地铁口的大盘，一期楼下有天虹商场，有星巴克，KFC，面点王，健身会所，SAP等配套成熟，还开了佳华商场MAX.CITY有海底捞，探鱼等餐饮名店 各大银行围绕小区、旁边有大企华为,双地铁物业10&5号线，到深圳北站2个地铁站，小区楼下有小型公交接驳五和地铁站，小区停车场出来可以快速上梅观高速（G94)可以快速通达深圳福田南山区域。往南可以走坂银通道快速到达福田区。,,,暂无数据,2024-02-23,商品房,普通住宅,暂无数据,非共有,无抵押,挂牌时间:2024-02-23 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 27.73平米 / 无 / 未知窗户类型 ; 卧室A / 10.1平米 / 南 / 普通窗 ; 卧室B / 5.87平米 / 西 南 / 普通窗 ; 卧室C / 13.52平米 / 无 / 未知窗户类型 ; 卧室D / 9.52平米 / 东 / 普通窗 ; 厨房 / 4.24平米 / 南 / 普通窗 ; 卫A / 3.81平米 / 无 / 普通窗 ; 卫B / 4.24平米 / 无 / 未知窗户类型 ; 阳台A / 2.09平米 / 南 / 普通窗 ; 阳台B / 5.83平米 / 北 东 南 / 普通窗 ; 过道 / 3.03平米 / 无 / 无窗,
客厅出阳台正看湖景且满五年无增值税,"春华四季园一期 , 坂田",4室2厅,146.29平米,南,,高楼层(共17层),2006年,板塔结合,748 万,51132 元,0,,,近地铁 | VR房源 | 房本满五年,https://sz.lianjia.com/ershoufang/105115943453.html,地铁 | VR房源 | 房本满五年,房子属于小区中高楼层视野好正看小区人工湖，业主诚意出售！,小区分一二期开发，共43栋，3000户，一期人车分流，近小区人工湖，位置安静，居家大社区,,,,,2012-12-17,2024-01-24,商品房,普通住宅,满五年,非共有,无抵押,挂牌时间:2024-01-24 | 交易权属:商品房 | 上次交易:2012-12-17 | 房屋用途:普通住宅 | 房屋年限:满五年 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:已上传房本照片,客厅 / 37.94平米 / 无 / 未知窗户类型 ; 卧室A / 11.85平米 / 北 / 落地窗 ; 卧室B / 20.72平米 / 北 / 普通窗 ; 卧室C / 12.21平米 / 北 / 落地窗 ; 卧室D / 11.76平米 / 北 / 落地窗 ; 厨房 / 6.29平米 / 北 / 落地窗 ; 卫A / 5.75平米 / 北 / 落地窗 ; 卫B / 3.61平米 / 北 / 落地窗 ; 阳台 / 10.27平米 / 北 / 普通窗 ; 储物间 / 9.04平米 / 北 / 落地窗 ; 入户花园 / 17.34平米 / 北 / 落地窗,
星河双字塔2019年看银湖山 满五年 唯一换房诚心出售,"星河银湖谷 , 坂田",4室2厅,151.73平米,南 北,,低楼层(共49层),2016年,板塔结合,1168 万,76979 元,3,,,VR房源,https://sz.lianjia.com/ershoufang/105119324283.html,VR房源,满五唯一，视野开阔，看山看公园，楼层好，采购光好，东南向,开发商：星河地产，星河WORLD 人车分流的规划设计，港式入户大堂，览山阅湖全景视野。约12栋商务楼群，集300米高层双子塔地和生态写字楼于一体，是金融产业、高新科技、创新产业的总部型经济,,10号线雅宝站C出口，去年8月开通。南平快速延长线，新彩隧道，坂银隧道，梅关高速，五大交通便捷到到达深圳各区。 坂银遂道已经通车，去往罗湖福田近,,,暂无数据,2024-12-27,商品房,普通住宅,暂无数据,非共有,有抵押 银行,挂牌时间:2024-12-27 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 银行 | 房本备件:未上传房本照片,客厅 / 40.23平米 / 无 / 未知窗户类型 ; 卧室A / 12.87平米 / 南 / 落地窗 ; 卧室B / 23.33平米 / 无 / 未知窗户类型 ; 卧室C / 10.82平米 / 西 北 / 落地窗 ; 卧室D / 11.65平米 / 北 / 落地窗 ; 厨房 / 7.84平米 / 北 / 普通窗 ; 卫生间A / 7.48平米 / 无 / 未知窗户类型 ; 卫生间B / 5.92平米 / 无 / 未知窗户类型 ; 阳台A / 7.22平米 / 西 东 南 / 普通窗 ; 阳台B / 2.64平米 / 北 东 / 普通窗 ; 过道 / 6.15平米 / 无 / 无窗,
旭景佳园2期，电梯2房，户型方正，大阳台,"珠江旭景佳园 , 坂田",2室2厅,77.94平米,北,精装,中楼层(共23层),2008年,塔楼,350 万,44907 元,6,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105118695350.html,地铁 | VR看装修,安静位置，电梯，配套成熟，地铁近，出行方便,小区分3期开发，近1500户，地铁口物业，紧靠银湖山和坂银隧道，地理位置优越，进出关内外方便。小区房价处于区域谷值，同区域二手房对比有很大的优势。所以有很多关内的客户在此小区置业。生活配套成熟，是刚需值得购买的小区。,二期内有旭景幼稚园。小区东南侧3千㎡底商，南侧有大族云峰商场已开业；距小区300米有两万㎡万科里。2km内有阳光湾畔、8号仓、坂田天虹等商场。1km有坂田医院。,"四通八达,小区邻布龙路坂雪岗大道两大动脉,南面1km上坂银南坪,通达福田南山方便；东面两个灯位上清平水官,通达罗湖盐田惠州；西侧2km上G94,1h到宝安东莞广州；北达天安和华为。250米到5号线坂田地铁口,1站换10号线到福田口岸。小区东门150m到公交站。",,,暂无数据,2024-10-25,商品房,普通住宅,暂无数据,非共有,有抵押 40万元 中国,挂牌时间:2024-10-25 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 40万元 中国 | 房本备件:未上传房本照片,客厅 / 21.41平米 / 北 / 落地窗 ; 卧室A / 10.65平米 / 无 / 未知窗户类型 ; 卧室B / 8.95平米 / 无 / 未知窗户类型 ; 厨房 / 4.8平米 / 北 / 落地窗 ; 卫 / 3.58平米 / 西 / 普通窗 ; 阳台 / 8.8平米 / 西 北 / 落地窗 ; 过道 / 2.83平米 / 西 / 普通窗,
客厅出阳台，3加2户型，南北通，高楼层,"佳兆业中央广场三期 , 坂田",4室2厅,89.47平米,北,简装,46层,2016年,塔楼,568 万,63485 元,0,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105119693779.html,地铁 | VR看装修,客厅出阳台，3加2户型，南北通，高楼层,小区规模：总共分为6期开发的大楼盘。3个幼儿园：自带综合MALL，加270米万豪酒店（六期项目），二期的地理位置很好，小区东门门口200米就是地铁口雪象站。,,地铁十号线雪象站A出口200米，沿着坂雪岗大道可以去梅林关（去关内方向）、也可以转布龙路转南坪快速和水官高速，也可以从转贝尔路再转梅关高速，上坂澜大道可以去观澜也可以去平湖。交通很方便。高速交通：梅观高速、清平高速、坂雪岗大道、南坪快速。,,,暂无数据,2025-02-15,商品房,普通住宅,暂无数据,非共有,有抵押 客户偿还,挂牌时间:2025-02-15 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 客户偿还 | 房本备件:未上传房本照片,客厅 / 34.24平米 / 北 / 落地窗 ; 卧室A / 7.65平米 / 无 / 未知窗户类型 ; 卧室B / 12.9平米 / 无 / 未知窗户类型 ; 卧室C / 7.87平米 / 北 / 普通窗 ; 卧室D / 5.42平米 / 北 / 普通窗 ; 厨房 / 8.64平米 / 北 / 普通窗 ; 卫A / 3.25平米 / 北 / 普通窗 ; 卫B / 3.82平米 / 北 / 普通窗 ; 阳台A / 5.05平米 / 北 / 普通窗 ; 阳台B / 4平米 / 北 / 普通窗 ; 过道 / 4.86平米 / 无 / 无窗,
高楼层，朝南看花园，看房方便，红本，诚心出售,"佳兆业悦峰 , 坂田",3室2厅,86.71平米,南,,中楼层(共32层),2013年,板塔结合,658 万,75886 元,2,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105118511065.html,地铁 | VR看装修,高楼层，看花园，看房方便诚心放卖，比较大空间,小区自带泳池，篮球场，羽毛球场及锻炼器材小广场。楼下有华润万家社区店，钱大妈，南北药行，优口果鲜，理发美容，悦峰社康等满足业主的日常需求。步行700米可至杨美美食街，有各类美食，鑫华盛百货，美家福百货等。距离深圳坂田医院2500米,,有地铁5号线杨美站C出口900米（参考高德地图），4站抵深圳北站深圳东站，西至赤湾东至黄贝岭。或步行400米至宏扬公交站也有多条公交路线可达深圳各区域。衔接各大高速快速，3公里内直上布龙路、清平高速、水官高速，南坪快速、梅观高速、坂银通道等通达全..,,,暂无数据,2024-10-06,商品房,普通住宅,暂无数据,非共有,无抵押,挂牌时间:2024-10-06 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 26.17平米 / 南 / 普通窗 ; 卧室A / 13.54平米 / 无 / 未知窗户类型 ; 卧室B / 8.49平米 / 无 / 未知窗户类型 ; 卧室C / 9.16平米 / 无 / 未知窗户类型 ; 厨房 / 4.6平米 / 东 / 普通窗 ; 卫A / 4.69平米 / 东 / 普通窗 ; 卫B / 2.47平米 / 无 / 普通窗 ; 阳台A / 6.01平米 / 南 / 普通窗 ; 阳台B / 2.42平米 / 东 / 普通窗 ; 过道 / 3.72平米 / 无 / 无窗,
新上房源  业主诚心出售 安静通风好,"星河银湖谷 , 坂田",4室2厅,87.95平米,东 北 东北,,低楼层(共48层),2016年,板塔结合,640 万,72769 元,3,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105118823424.html,地铁 | VR看装修,此房满五年 唯一    户型方正 通透,星河银湖谷住宅小区共7栋，玻璃外观和干挂陶板立面，有园林和泳池，人车分流的规划设计，港式入户大堂，览山阅湖景视野。星河双子塔、星河生态综合体、星河雅宝山体公园和星河圣境庙堂于一体，湖光山水，共享舒适生活！,,出行便利，10号线雅宝站离小区200米左右。直通南坪快速，新彩隧道，坂银隧道，梅关高速，五大交通便捷到到达深圳各区， 坂银遂道去往罗湖福田南山都方便。,,,暂无数据,2024-11-06,商品房,普通住宅,暂无数据,非共有,有抵押,挂牌时间:2024-11-06 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,客厅 / 25.02平米 / 北 / 普通窗 ; 卧室A / 7.16平米 / 北 / 落地窗 ; 卧室B / 7.04平米 / 北 / 落地窗 ; 卧室C / 6.81平米 / 北 / 落地窗 ; 卧室D / 13.89平米 / 无 / 未知窗户类型 ; 厨房 / 4.32平米 / 东 / 普通窗 ; 卫A / 4.03平米 / 南 / 普通窗 ; 卫B / 4.38平米 / 东 / 落地窗 ; 阳台A / 5.42平米 / 西 北 东 / 普通窗 ; 阳台B / 1.59平米 / 东 / 普通窗 ; 过道 / 3.84平米 / 无 / 无窗,
